date;Pivots;Valeur1(req);Valeur2(Mo)
2014/12/05:16:11:04.000;Pivot3;1134.619873047;398.919647217
2014/12/05:16:11:04.500;Pivots4;792.881408691;699.248901367
2014/12/05:16:11:05.000;Pivot3;2925.320800781;693.649047852
2014/12/05:16:11:05.500;Pivot2;623.570495605;89.694625854
2014/12/05:16:11:06.000;Pivot3;441.468963623;774.242126465
2014/12/05:16:11:06.500;Pivot2;599.617675781;443.21762085
2014/12/05:16:11:07.000;Pivots4;1361.378173828;606.999206543
2014/12/05:16:11:07.500;Pivot2;2319.556640625;869.011352539
2014/12/05:16:11:08.000;Pivot2;416.239685059;329.288665771
2014/12/05:16:11:08.500;Pivots4;2691.702636719;122.681526184
2014/12/05:16:11:09.000;Pivot3;2283.63671875;747.19342041
2014/12/05:16:11:09.500;Pivot2;225.199737549;442.905517578
2014/12/05:16:11:10.000;Pivot2;1399.053588867;476.859405518
2014/12/05:16:11:10.500;Pivot3;2429.063720703;751.437988281
2014/12/05:16:11:11.000;Pivot3;1354.924560547;141.966659546
2014/12/05:16:11:11.500;Pivot1;525.135253906;972.807861328
2014/12/05:16:11:12.000;Pivots4;2296.743896484;629.905700684
2014/12/05:16:11:12.500;Pivot1;251.803100586;726.643066406
2014/12/05:16:11:13.000;Pivot1;2873.686523438;338.960662842
2014/12/05:16:11:13.500;Pivot1;2088.127197266;96.523986816
2014/12/05:16:11:14.000;Pivots4;213.812423706;979.153564453
2014/12/05:16:11:14.500;Pivot1;965.428100586;307.018676758
2014/12/05:16:11:15.000;Pivot3;2551.413574219;763.51361084
2014/12/05:16:11:15.500;Pivot1;1094.274902344;243.278900146
2014/12/05:16:11:16.000;Pivot3;2165.031738281;157.042098999
2014/12/05:16:11:16.500;Pivots4;1118.809082031;986.760498047
2014/12/05:16:11:17.000;Pivot1;291.174194336;707.22869873
2014/12/05:16:11:17.500;Pivot2;2503.125976562;428.521606445
2014/12/05:16:11:18.000;Pivot2;2161.270507812;676.844970703
2014/12/05:16:11:18.500;Pivot3;1252.595581055;208.69027710
2014/12/05:16:11:19.000;Pivot1;1391.88281250;983.139770508
2014/12/05:16:11:19.500;Pivots4;1509.030639648;693.394165039
2014/12/05:16:11:20.000;Pivot2;212.94543457;933.25567627
2014/12/05:16:11:20.500;Pivot1;2925.999267578;178.312225342
2014/12/05:16:11:21.000;Pivot2;991.700195312;206.482559204
2014/12/05:16:11:21.500;Pivot1;108.687072754;741.419006348
2014/12/05:16:11:22.000;Pivots4;145.212997437;237.193069458
2014/12/05:16:11:22.500;Pivots4;2881.899169922;735.109924316
2014/12/05:16:11:23.000;Pivot3;2799.615234375;247.340057373
2014/12/05:16:11:23.500;Pivots4;2856.312744141;614.166442871
2014/12/05:16:11:24.000;Pivots4;1965.598754883;883.117736816
2014/12/05:16:11:24.500;Pivots4;1584.155517578;358.661651611
2014/12/05:16:11:25.000;Pivot1;2046.76940918;452.744110107
2014/12/05:16:11:25.500;Pivot3;704.241088867;338.434844971
2014/12/05:16:11:26.000;Pivot1;268.213287354;161.753860474
2014/12/05:16:11:26.500;Pivot1;656.814880371;234.953140259
2014/12/05:16:11:27.000;Pivot3;2018.484985352;901.200561523
2014/12/05:16:11:27.500;Pivots4;2420.983886719;569.811462402
2014/12/05:16:11:28.000;Pivot3;2699.040527344;834.768615723
2014/12/05:16:11:28.500;Pivot3;1072.566894531;282.634155273
2014/12/05:16:11:29.000;Pivots4;2804.223144531;182.045684814
2014/12/05:16:11:29.500;Pivots4;644.90625000;751.377441406
2014/12/05:16:11:30.000;Pivot2;1943.990600586;730.68939209
2014/12/05:16:11:30.500;Pivot2;777.36517334;739.890441895
2014/12/05:16:11:31.000;Pivot2;1725.846801758;735.548583984
2014/12/05:16:11:31.500;Pivot3;2169.659423828;851.77923584
2014/12/05:16:11:32.000;Pivot3;1635.487670898;653.123962402
2014/12/05:16:11:32.500;Pivot2;2199.546630859;440.095733643
2014/12/05:16:11:33.000;Pivots4;274.580474854;197.243041992
2014/12/05:16:11:33.500;Pivot3;1867.368774414;293.911743164
2014/12/05:16:11:34.000;Pivot1;2004.327392578;213.199966431
2014/12/05:16:11:34.500;Pivot2;1375.08984375;658.457641602
2014/12/05:16:11:35.000;Pivot1;2103.951660156;561.602050781
2014/12/05:16:11:35.500;Pivot1;2437.321289062;734.039855957
2014/12/05:16:11:36.000;Pivot1;2631.361572266;458.050506592
2014/12/05:16:11:36.500;Pivot1;725.821838379;642.491027832
2014/12/05:16:11:37.000;Pivot1;1989.774780273;265.862609863
2014/12/05:16:11:37.500;Pivot3;2121.507324219;901.334533691
2014/12/05:16:11:38.000;Pivot2;178.284240723;766.149047852
2014/12/05:16:11:38.500;Pivot3;2954.442871094;746.325805664
2014/12/05:16:11:39.000;Pivots4;878.873474121;194.563751221
2014/12/05:16:11:39.500;Pivot1;153.855484009;609.506164551
2014/12/05:16:11:40.000;Pivot3;2298.364990234;318.332427979
2014/12/05:16:11:40.500;Pivot2;2769.153564453;322.59854126
2014/12/05:16:11:41.000;Pivot2;905.766662598;419.178863525
2014/12/05:16:11:41.500;Pivot1;407.371276855;905.490478516
2014/12/05:16:11:42.000;Pivot3;1446.444580078;330.451080322
2014/12/05:16:11:42.500;Pivot2;1921.478149414;385.980987549
2014/12/05:16:11:43.000;Pivot1;460.930358887;165.105529785
2014/12/05:16:11:43.500;Pivot2;2972.62109375;724.976501465
2014/12/05:16:11:44.000;Pivots4;2022.82800293;599.748291016
2014/12/05:16:11:44.500;Pivots4;2333.550292969;549.260498047
2014/12/05:16:11:45.000;Pivot2;2645.520507812;340.216888428
2014/12/05:16:11:45.500;Pivot3;342.118896484;830.961853027
2014/12/05:16:11:46.000;Pivot1;2797.924560547;372.29284668
2014/12/05:16:11:46.500;Pivot2;2305.677734375;396.31942749
2014/12/05:16:11:47.000;Pivots4;2645.587158203;115.187896729
2014/12/05:16:11:47.500;Pivot1;1788.162719727;919.479980469
2014/12/05:16:11:48.000;Pivot2;2773.564941406;633.079406738
2014/12/05:16:11:48.500;Pivot2;2831.428955078;346.346099854
2014/12/05:16:11:49.000;Pivots4;1803.827636719;265.874969482
2014/12/05:16:11:49.500;Pivot2;706.52911377;136.165527344
2014/12/05:16:11:50.000;Pivot2;1942.881713867;653.758300781
2014/12/05:16:11:50.500;Pivot1;305.787506104;330.167419434
2014/12/05:16:11:51.000;Pivot2;1058.821289062;272.16003418
2014/12/05:16:11:51.500;Pivot3;1455.172729492;308.407684326
2014/12/05:16:11:52.000;Pivot2;313.470184326;255.368988037
2014/12/05:16:11:52.500;Pivot2;2792.089111328;92.704589844
2014/12/05:16:11:53.000;Pivot1;1960.46105957;415.863647461
2014/12/05:16:11:53.500;Pivots4;845.693115234;110.48853302
2014/12/05:16:11:54.000;Pivot2;2458.258300781;904.92767334
2014/12/05:16:11:54.500;Pivot2;1415.517456055;305.233001709
2014/12/05:16:11:55.000;Pivots4;2555.936035156;282.585968018
2014/12/05:16:11:55.500;Pivot2;1445.814941406;843.311401367
2014/12/05:16:11:56.000;Pivot1;2055.090332031;465.253356934
2014/12/05:16:11:56.500;Pivot3;2974.852050781;317.367675781
2014/12/05:16:11:57.000;Pivot3;773.145080566;948.655334473
2014/12/05:16:11:57.500;Pivots4;2923.496826172;826.096557617
2014/12/05:16:11:58.000;Pivot2;2169.491455078;57.02066040
2014/12/05:16:11:58.500;Pivot2;109.963829041;551.497558594
2014/12/05:16:11:59.000;Pivot2;2207.808837891;374.742004395
2014/12/05:16:11:59.500;Pivot3;1607.517333984;864.754699707
2014/12/05:16:12:00.000;Pivot1;525.407714844;620.684936523
2014/12/05:16:12:00.500;Pivot2;2930.233642578;591.757446289
2014/12/05:16:12:01.000;Pivot2;1446.826293945;882.140808105
2014/12/05:16:12:01.500;Pivot1;2455.502197266;230.546936035
2014/12/05:16:12:02.000;Pivot3;1595.927001953;83.654518127
2014/12/05:16:12:02.500;Pivots4;698.616455078;645.554870605
2014/12/05:16:12:03.000;Pivot1;2533.555175781;556.230529785
2014/12/05:16:12:03.500;Pivots4;1608.345458984;153.096450806
2014/12/05:16:12:04.000;Pivots4;1530.06628418;294.867858887
2014/12/05:16:12:04.500;Pivots4;2177.50000000;608.158325195
2014/12/05:16:12:05.000;Pivot2;2400.727539062;354.186889648
2014/12/05:16:12:05.500;Pivot2;2769.838867188;853.840148926
2014/12/05:16:12:06.000;Pivot3;412.668029785;834.786743164
2014/12/05:16:12:06.500;Pivots4;2075.807861328;639.906005859
2014/12/05:16:12:07.000;Pivots4;163.594329834;440.65612793
2014/12/05:16:12:07.500;Pivot3;1082.063598633;219.592788696
2014/12/05:16:12:08.000;Pivot3;2832.279296875;843.725402832
2014/12/05:16:12:08.500;Pivot2;1591.974365234;71.211524963
2014/12/05:16:12:09.000;Pivot1;1779.67187500;385.791595459
2014/12/05:16:12:09.500;Pivot3;2770.712402344;391.041320801
2014/12/05:16:12:10.000;Pivot3;2806.59765625;985.412963867
2014/12/05:16:12:10.500;Pivots4;324.464904785;832.717041016
2014/12/05:16:12:11.000;Pivot1;142.101898193;634.808349609
2014/12/05:16:12:11.500;Pivot3;2409.993896484;917.69720459
2014/12/05:16:12:12.000;Pivot3;2586.647216797;75.721214294
2014/12/05:16:12:12.500;Pivot2;1320.448364258;916.688537598
2014/12/05:16:12:13.000;Pivot1;1981.158813477;247.031799316
2014/12/05:16:12:13.500;Pivot3;904.142150879;609.10559082
2014/12/05:16:12:14.000;Pivot3;1129.304199219;508.591186523
2014/12/05:16:12:14.500;Pivot2;2954.020507812;961.047790527
2014/12/05:16:12:15.000;Pivot3;2802.831787109;205.297271729
2014/12/05:16:12:15.500;Pivot1;1401.783813477;391.943939209
2014/12/05:16:12:16.000;Pivots4;1493.126586914;252.353286743
2014/12/05:16:12:16.500;Pivot2;968.060546875;409.302185059
2014/12/05:16:12:17.000;Pivot1;2994.678955078;363.497802734
2014/12/05:16:12:17.500;Pivot2;950.535461426;864.039855957
2014/12/05:16:12:18.000;Pivot2;774.648193359;319.860595703
2014/12/05:16:12:18.500;Pivot1;2878.348388672;788.060302734
2014/12/05:16:12:19.000;Pivot2;1677.293823242;181.087265015
2014/12/05:16:12:19.500;Pivot1;1162.189453125;869.296142578
2014/12/05:16:12:20.000;Pivot2;1061.377685547;485.141448975
2014/12/05:16:12:20.500;Pivot1;2724.999755859;958.813415527
2014/12/05:16:12:21.000;Pivot1;174.749252319;888.411743164
2014/12/05:16:12:21.500;Pivot2;193.70791626;702.03338623
2014/12/05:16:12:22.000;Pivot2;2033.702880859;677.627990723
2014/12/05:16:12:22.500;Pivots4;164.575134277;492.21270752
2014/12/05:16:12:23.000;Pivots4;2619.269042969;485.873046875
2014/12/05:16:12:23.500;Pivot2;1055.986450195;235.342544556
2014/12/05:16:12:24.000;Pivot1;1100.731201172;882.428833008
2014/12/05:16:12:24.500;Pivot1;1426.393432617;981.190490723
2014/12/05:16:12:25.000;Pivot2;2794.156494141;553.123657227
2014/12/05:16:12:25.500;Pivot3;2140.960449219;155.690368652
2014/12/05:16:12:26.000;Pivot3;404.803924561;161.589172363
2014/12/05:16:12:26.500;Pivot1;808.63458252;453.948608398
2014/12/05:16:12:27.000;Pivot3;2554.649902344;731.744934082
2014/12/05:16:12:27.500;Pivot3;408.11441040;875.224060059
2014/12/05:16:12:28.000;Pivot3;276.004943848;436.81741333
2014/12/05:16:12:28.500;Pivot1;1363.740112305;719.079711914
2014/12/05:16:12:29.000;Pivot1;548.889709473;646.181884766
2014/12/05:16:12:29.500;Pivots4;993.820678711;833.997680664
2014/12/05:16:12:30.000;Pivot3;861.44128418;138.758911133
2014/12/05:16:12:30.500;Pivot2;818.418884277;272.888336182
2014/12/05:16:12:31.000;Pivot2;390.588134766;343.087493896
2014/12/05:16:12:31.500;Pivot1;2201.168457031;996.674987793
2014/12/05:16:12:32.000;Pivot1;1394.404541016;331.558227539
2014/12/05:16:12:32.500;Pivot2;1791.24597168;173.344573975
2014/12/05:16:12:33.000;Pivot3;211.248153687;208.671478271
2014/12/05:16:12:33.500;Pivot3;1794.060668945;692.159301758
2014/12/05:16:12:34.000;Pivot3;1705.729125977;864.176330566
2014/12/05:16:12:34.500;Pivot3;2310.388916016;886.030639648
2014/12/05:16:12:35.000;Pivot2;242.934204102;367.157409668
2014/12/05:16:12:35.500;Pivot3;2757.343505859;390.060516357
2014/12/05:16:12:36.000;Pivot2;613.74609375;831.716003418
2014/12/05:16:12:36.500;Pivot3;1095.423339844;734.93145752
2014/12/05:16:12:37.000;Pivot3;152.609451294;121.017402649
2014/12/05:16:12:37.500;Pivot2;1694.596069336;304.932128906
2014/12/05:16:12:38.000;Pivots4;2960.187744141;300.858856201
2014/12/05:16:12:38.500;Pivots4;1750.501953125;594.971862793
2014/12/05:16:12:39.000;Pivot1;2665.953613281;65.285774231
2014/12/05:16:12:39.500;Pivot1;516.943969727;567.792602539
2014/12/05:16:12:40.000;Pivot3;1387.23034668;113.429084778
2014/12/05:16:12:40.500;Pivots4;721.312561035;493.819763184
2014/12/05:16:12:41.000;Pivot2;282.340362549;743.94732666
2014/12/05:16:12:41.500;Pivot2;629.881347656;704.594116211
2014/12/05:16:12:42.000;Pivot1;2175.57031250;331.073425293
2014/12/05:16:12:42.500;Pivots4;1395.316894531;747.651245117
2014/12/05:16:12:43.000;Pivot1;593.304077148;616.149658203
2014/12/05:16:12:43.500;Pivot2;2650.563720703;363.009307861
2014/12/05:16:12:44.000;Pivot2;1885.007324219;772.084838867
2014/12/05:16:12:44.500;Pivots4;2273.684326172;989.314147949
2014/12/05:16:12:45.000;Pivot3;674.336669922;813.809082031
2014/12/05:16:12:45.500;Pivot2;185.406066895;632.178955078
2014/12/05:16:12:46.000;Pivot3;2157.472167969;568.49597168
2014/12/05:16:12:46.500;Pivots4;2914.134765625;957.629699707
2014/12/05:16:12:47.000;Pivot2;324.259155273;950.059509277
2014/12/05:16:12:47.500;Pivot1;267.052490234;654.897705078
2014/12/05:16:12:48.000;Pivots4;1057.76159668;537.730895996
2014/12/05:16:12:48.500;Pivot1;636.584838867;653.436645508
2014/12/05:16:12:49.000;Pivot1;877.674987793;779.938232422
2014/12/05:16:12:49.500;Pivot3;2390.903808594;338.109283447
2014/12/05:16:12:50.000;Pivot1;739.45324707;118.329139709
2014/12/05:16:12:50.500;Pivot2;898.036437988;81.409950256
2014/12/05:16:12:51.000;Pivots4;1614.159790039;420.70614624
2014/12/05:16:12:51.500;Pivot2;2604.370117188;775.545715332
2014/12/05:16:12:52.000;Pivots4;2532.556640625;963.541625977
2014/12/05:16:12:52.500;Pivot1;2779.579345703;786.676940918
2014/12/05:16:12:53.000;Pivot2;1032.862060547;709.27142334
2014/12/05:16:12:53.500;Pivot1;586.883300781;305.861663818
2014/12/05:16:12:54.000;Pivot1;155.410430908;319.948730469
2014/12/05:16:12:54.500;Pivot2;486.673675537;411.805908203
2014/12/05:16:12:55.000;Pivot3;2153.081298828;458.313568115
2014/12/05:16:12:55.500;Pivots4;915.444702148;740.703430176
2014/12/05:16:12:56.000;Pivot1;2056.169433594;640.662353516
2014/12/05:16:12:56.500;Pivot3;1144.057495117;742.857727051
2014/12/05:16:12:57.000;Pivot1;840.164611816;220.900115967
2014/12/05:16:12:57.500;Pivot1;1639.088867188;609.795654297
2014/12/05:16:12:58.000;Pivot2;1788.93359375;794.149230957
2014/12/05:16:12:58.500;Pivot1;2868.676513672;432.86895752
2014/12/05:16:12:59.000;Pivot3;2541.698730469;435.643005371
2014/12/05:16:12:59.500;Pivots4;286.140716553;884.338500977
2014/12/05:16:13:00.000;Pivot2;2926.150390625;530.248657227
2014/12/05:16:13:00.500;Pivot1;2327.955810547;87.373985291
2014/12/05:16:13:01.000;Pivot1;1851.505859375;550.760803223
2014/12/05:16:13:01.500;Pivot2;600.502807617;205.780853271
2014/12/05:16:13:02.000;Pivot2;2102.379638672;354.558349609
2014/12/05:16:13:02.500;Pivot3;1736.533691406;669.379089355
2014/12/05:16:13:03.000;Pivot1;198.33392334;315.792999268
2014/12/05:16:13:03.500;Pivot3;247.446243286;214.367126465
2014/12/05:16:13:04.000;Pivots4;174.845291138;791.023925781
2014/12/05:16:13:04.500;Pivot3;812.260681152;80.562942505
2014/12/05:16:13:05.000;Pivot2;1882.410888672;534.156616211
2014/12/05:16:13:05.500;Pivot1;745.496704102;440.753082275
2014/12/05:16:13:06.000;Pivot1;473.399017334;330.291809082
2014/12/05:16:13:06.500;Pivots4;2601.805664062;851.408935547
2014/12/05:16:13:07.000;Pivots4;1956.171630859;88.240966797
2014/12/05:16:13:07.500;Pivot2;2968.990478516;744.444458008
2014/12/05:16:13:08.000;Pivot2;2596.610595703;68.173553467
2014/12/05:16:13:08.500;Pivot1;2797.64843750;875.463623047
2014/12/05:16:13:09.000;Pivots4;2965.487792969;381.305084229
2014/12/05:16:13:09.500;Pivot1;1525.741699219;204.834060669
2014/12/05:16:13:10.000;Pivot3;1391.648803711;484.417358398
2014/12/05:16:13:10.500;Pivots4;2201.53125000;101.967597961
2014/12/05:16:13:11.000;Pivots4;1734.625976562;487.071838379
2014/12/05:16:13:11.500;Pivots4;945.999694824;594.196533203
2014/12/05:16:13:12.000;Pivots4;2933.457275391;846.896789551
2014/12/05:16:13:12.500;Pivots4;2944.621826172;556.722717285
2014/12/05:16:13:13.000;Pivot1;2791.926269531;758.608886719
2014/12/05:16:13:13.500;Pivot2;2422.487304688;787.146728516
2014/12/05:16:13:14.000;Pivot1;2893.426757812;750.299377441
2014/12/05:16:13:14.500;Pivot2;2251.686523438;693.233581543
2014/12/05:16:13:15.000;Pivots4;893.842895508;222.83895874
2014/12/05:16:13:15.500;Pivot1;1216.801269531;687.776794434
2014/12/05:16:13:16.000;Pivots4;1559.359008789;961.436462402
2014/12/05:16:13:16.500;Pivots4;235.505310059;484.905883789
2014/12/05:16:13:17.000;Pivots4;1212.500488281;125.843399048
2014/12/05:16:13:17.500;Pivot1;1794.817871094;733.958435059
2014/12/05:16:13:18.000;Pivots4;1536.961669922;395.394134521
2014/12/05:16:13:18.500;Pivot3;2028.553344727;954.383117676
2014/12/05:16:13:19.000;Pivot2;1706.323730469;397.00213623
2014/12/05:16:13:19.500;Pivot2;1772.984985352;718.130126953
2014/12/05:16:13:20.000;Pivots4;1228.457885742;987.907409668
2014/12/05:16:13:20.500;Pivot2;701.65435791;747.97052002
2014/12/05:16:13:21.000;Pivot3;1894.55847168;166.956680298
2014/12/05:16:13:21.500;Pivots4;2448.496582031;195.286682129
2014/12/05:16:13:22.000;Pivot3;1446.092285156;709.565795898
2014/12/05:16:13:22.500;Pivot1;1983.860839844;201.52255249
2014/12/05:16:13:23.000;Pivot1;804.652954102;405.389068604
2014/12/05:16:13:23.500;Pivot3;1849.331787109;181.84703064
2014/12/05:16:13:24.000;Pivot1;1377.401245117;486.742492676
2014/12/05:16:13:24.500;Pivot3;1884.241210938;159.159515381
2014/12/05:16:13:25.000;Pivot2;1556.484863281;889.678039551
2014/12/05:16:13:25.500;Pivot2;1575.005859375;283.597320557
2014/12/05:16:13:26.000;Pivot3;1175.072143555;452.493286133
2014/12/05:16:13:26.500;Pivot3;2024.555419922;797.732788086
2014/12/05:16:13:27.000;Pivot1;1489.315063477;274.624206543
2014/12/05:16:13:27.500;Pivots4;905.617797852;576.990661621
2014/12/05:16:13:28.000;Pivot1;897.046508789;948.078369141
2014/12/05:16:13:28.500;Pivot1;1021.975646973;278.072998047
2014/12/05:16:13:29.000;Pivot1;526.118286133;456.629486084
2014/12/05:16:13:29.500;Pivots4;1435.392822266;305.731231689
2014/12/05:16:13:30.000;Pivots4;2472.231689453;132.239654541
2014/12/05:16:13:30.500;Pivot3;2013.060913086;288.732666016
2014/12/05:16:13:31.000;Pivot2;705.585083008;862.972045898
2014/12/05:16:13:31.500;Pivot1;2737.404785156;343.779998779
2014/12/05:16:13:32.000;Pivot1;1613.765258789;280.900024414
2014/12/05:16:13:32.500;Pivot2;2984.118896484;819.175842285
2014/12/05:16:13:33.000;Pivot2;2394.610595703;798.136108398
2014/12/05:16:13:33.500;Pivot3;2488.531494141;716.689758301
2014/12/05:16:13:34.000;Pivot2;1645.23425293;74.551940918
2014/12/05:16:13:34.500;Pivot2;1168.887817383;997.16998291
2014/12/05:16:13:35.000;Pivot2;2923.477050781;244.537872314
2014/12/05:16:13:35.500;Pivot2;1277.925537109;965.51171875
2014/12/05:16:13:36.000;Pivot3;2545.583984375;974.264709473
2014/12/05:16:13:36.500;Pivot1;1792.15234375;649.499084473
2014/12/05:16:13:37.000;Pivot2;262.210571289;344.429779053
2014/12/05:16:13:37.500;Pivot1;2288.408691406;881.413146973
2014/12/05:16:13:38.000;Pivot2;355.65838623;279.964111328
2014/12/05:16:13:38.500;Pivot2;2477.449951172;96.047714233
2014/12/05:16:13:39.000;Pivot1;779.734008789;983.273986816
2014/12/05:16:13:39.500;Pivot3;778.172790527;134.602752686
2014/12/05:16:13:40.000;Pivots4;1823.393066406;146.425750732
2014/12/05:16:13:40.500;Pivot1;198.458526611;764.792480469
2014/12/05:16:13:41.000;Pivots4;2897.457763672;102.442848206
2014/12/05:16:13:41.500;Pivot3;1000.044311523;918.183959961
2014/12/05:16:13:42.000;Pivot3;895.643676758;803.272094727
2014/12/05:16:13:42.500;Pivot1;2836.949707031;369.29296875
2014/12/05:16:13:43.000;Pivot3;2265.846191406;490.734344482
2014/12/05:16:13:43.500;Pivots4;1977.302612305;376.138366699
2014/12/05:16:13:44.000;Pivot1;692.460754395;235.176559448
2014/12/05:16:13:44.500;Pivots4;2015.374267578;170.887145996
2014/12/05:16:13:45.000;Pivot3;1156.268554688;139.885986328
2014/12/05:16:13:45.500;Pivot3;608.654541016;984.789550781
2014/12/05:16:13:46.000;Pivot3;1024.330810547;677.451538086
2014/12/05:16:13:46.500;Pivot2;2599.189941406;404.976745605
2014/12/05:16:13:47.000;Pivot3;2271.078613281;549.024169922
2014/12/05:16:13:47.500;Pivot3;2600.46093750;958.806274414
2014/12/05:16:13:48.000;Pivot2;1834.484985352;470.234893799
2014/12/05:16:13:48.500;Pivots4;2512.976074219;534.524597168
2014/12/05:16:13:49.000;Pivot3;1932.402709961;826.805725098
2014/12/05:16:13:49.500;Pivot1;121.668365479;156.074127197
2014/12/05:16:13:50.000;Pivots4;1266.833618164;291.588775635
2014/12/05:16:13:50.500;Pivot3;2185.171386719;154.192474365
2014/12/05:16:13:51.000;Pivot2;2914.493896484;117.889579773
2014/12/05:16:13:51.500;Pivot3;346.142089844;60.60100174
2014/12/05:16:13:52.000;Pivot3;775.417785645;755.987731934
2014/12/05:16:13:52.500;Pivots4;2928.955810547;555.411010742
2014/12/05:16:13:53.000;Pivots4;2435.790527344;622.317565918
2014/12/05:16:13:53.500;Pivot2;1388.206420898;129.015853882
2014/12/05:16:13:54.000;Pivot2;603.474975586;969.895080566
2014/12/05:16:13:54.500;Pivot3;581.338012695;76.100631714
2014/12/05:16:13:55.000;Pivot1;2224.95703125;382.392883301
2014/12/05:16:13:55.500;Pivots4;1750.189575195;194.181243896
2014/12/05:16:13:56.000;Pivot1;1769.297607422;430.417602539
2014/12/05:16:13:56.500;Pivot3;458.948242188;198.754806519
2014/12/05:16:13:57.000;Pivot3;1620.207397461;481.709289551
2014/12/05:16:13:57.500;Pivot2;285.630737305;228.960098267
2014/12/05:16:13:58.000;Pivot2;702.023010254;486.374420166
2014/12/05:16:13:58.500;Pivot2;2547.324707031;827.147644043
2014/12/05:16:13:59.000;Pivot2;1953.10156250;885.117980957
2014/12/05:16:13:59.500;Pivots4;438.547729492;634.262329102
2014/12/05:16:14:00.000;Pivot2;373.321502686;253.529907227
2014/12/05:16:14:00.500;Pivot2;1520.666503906;965.044006348
2014/12/05:16:14:01.000;Pivots4;1306.780517578;496.610168457
2014/12/05:16:14:01.500;Pivot3;2547.775390625;828.142028809
2014/12/05:16:14:02.000;Pivots4;1870.659545898;587.215637207
2014/12/05:16:14:02.500;Pivot2;1491.071655273;239.967147827
2014/12/05:16:14:03.000;Pivot1;1924.245849609;974.351745605
2014/12/05:16:14:03.500;Pivot1;2105.874023438;726.927001953
2014/12/05:16:14:04.000;Pivots4;354.394866943;66.101699829
2014/12/05:16:14:04.500;Pivots4;2410.208007812;961.32220459
2014/12/05:16:14:05.000;Pivot1;2474.810302734;268.421203613
2014/12/05:16:14:05.500;Pivots4;2734.46875000;225.13142395
2014/12/05:16:14:06.000;Pivot3;734.418395996;80.478599548
2014/12/05:16:14:06.500;Pivots4;1392.161621094;724.970336914
2014/12/05:16:14:07.000;Pivots4;1266.241943359;137.187301636
2014/12/05:16:14:07.500;Pivot1;282.122039795;198.238052368
2014/12/05:16:14:08.000;Pivots4;2792.390380859;947.073120117
2014/12/05:16:14:08.500;Pivot1;1093.888671875;875.721496582
2014/12/05:16:14:09.000;Pivot2;2916.391845703;502.701965332
2014/12/05:16:14:09.500;Pivots4;1866.952758789;671.332946777
2014/12/05:16:14:10.000;Pivot3;362.823974609;490.144989014
2014/12/05:16:14:10.500;Pivots4;2679.240478516;565.13458252
2014/12/05:16:14:11.000;Pivot1;1471.241088867;523.993225098
2014/12/05:16:14:11.500;Pivot1;1974.202270508;867.033813477
2014/12/05:16:14:12.000;Pivot2;1670.35156250;985.40032959
2014/12/05:16:14:12.500;Pivot2;203.965072632;144.508407593
2014/12/05:16:14:13.000;Pivots4;276.321838379;699.70892334
2014/12/05:16:14:13.500;Pivot1;778.81463623;518.17401123
2014/12/05:16:14:14.000;Pivot1;801.468505859;209.104370117
2014/12/05:16:14:14.500;Pivot2;2392.381103516;761.997436523
2014/12/05:16:14:15.000;Pivots4;1175.362060547;958.194702148
2014/12/05:16:14:15.500;Pivot3;2894.833740234;154.291305542
2014/12/05:16:14:16.000;Pivot2;666.876037598;619.691833496
2014/12/05:16:14:16.500;Pivot1;2631.603759766;838.402404785
2014/12/05:16:14:17.000;Pivot1;2323.773193359;403.78112793
2014/12/05:16:14:17.500;Pivot1;2657.033935547;996.112670898
2014/12/05:16:14:18.000;Pivot2;2485.259277344;823.144836426
2014/12/05:16:14:18.500;Pivots4;1686.247558594;428.363525391
2014/12/05:16:14:19.000;Pivot1;2265.243652344;462.81250000
2014/12/05:16:14:19.500;Pivots4;1215.69128418;268.938659668
2014/12/05:16:14:20.000;Pivot3;2790.910888672;486.446838379
2014/12/05:16:14:20.500;Pivot2;1835.457275391;932.423583984
2014/12/05:16:14:21.000;Pivot2;627.22277832;311.76776123
2014/12/05:16:14:21.500;Pivot3;972.759338379;324.100646973
2014/12/05:16:14:22.000;Pivot1;636.07220459;115.520133972
2014/12/05:16:14:22.500;Pivot3;2854.923095703;510.732696533
2014/12/05:16:14:23.000;Pivots4;1245.469726562;122.703437805
2014/12/05:16:14:23.500;Pivot3;306.962585449;187.499801636
2014/12/05:16:14:24.000;Pivots4;624.196899414;605.217529297
2014/12/05:16:14:24.500;Pivot3;1609.206542969;661.028442383
2014/12/05:16:14:25.000;Pivot1;829.118347168;728.194091797
2014/12/05:16:14:25.500;Pivot3;2226.421386719;335.630767822
2014/12/05:16:14:26.000;Pivots4;1672.543823242;649.161682129
2014/12/05:16:14:26.500;Pivot3;1984.257324219;711.957336426
2014/12/05:16:14:27.000;Pivot3;1425.846923828;888.949707031
2014/12/05:16:14:27.500;Pivot1;950.420776367;482.454650879
2014/12/05:16:14:28.000;Pivot3;1461.594116211;466.514526367
2014/12/05:16:14:28.500;Pivot1;2176.428466797;297.78994751
2014/12/05:16:14:29.000;Pivot1;441.764984131;792.359436035
2014/12/05:16:14:29.500;Pivot3;256.79296875;695.005004883
2014/12/05:16:14:30.000;Pivots4;584.739562988;361.107574463
2014/12/05:16:14:30.500;Pivot3;1462.593139648;372.135925293
